,IDs,Content
81,0,情報 ご 参照 Copyright © Translated by Penetrate Limits Co
82,0,Ltd Tokyo © MobiControl v Manual WordPress 構築 MobiControl 設定
83,0,順序 端末 OS 対象 オンプレミス MobiControl サーバ 必要 な 設定
84,0,事項 iOS 端末 macOS コンピュータ 必須 接続 プロファイル 作成 ADDS
85,0,Active Directory Domain Service サーバ 間 ADFS Active Directory Federation
86,0,Service 間 Azure AD 間 Windows Windows Modern 管理 必須
87,0,会社 支給 端末 iOS Android 複数 従業 共用 必須 Apple
88,0,Google Microsoft 管理 アカウント 取得 目的 Apple 社 サイト サインイン
89,0,できる 権限 Apple 製品 設定 App ストア アプリ 購入 managed
90,0,Google Play アプリ アプリカタログ 使っ 配布 つ アカウント 必要 但し
91,0,Android 端末 Android Plus モード 設定 アカウント 不要 WNS 使っ
92,0,Windows PC リモート 管理 企業 団体 組織 沿っ 階層 端末
93,0,グループ 作成 組織 入力 な 作業 端末 OS 対象 端末
94,0,登録 作成 端末 所定 端末 グループ 登録 端末 登録 目的
95,0,端末 ユーザ 認証 端末 型式 設定 オプション ある つ 端末
96,0,グループ に対し 複数 端末 登録 設定 可能 端末 OS 対象
97,0,端末 OS によって 作成 方法 異なる 端末 挙動 に関する 設定
98,0,項目 設定 順序 変え 結構 構成 プロファイル 作成 情報 漏洩
99,0,対策 WiFi VPN メール 設定 端末 OS 対象 詳細 設定
100,0,設定 端末 OS 対象 端末 登録 アプリカタログルール 作成 端末 OS
101,0,対象 アプリ 端末 配付 インストール Apple 製品 除く 端末 OS
102,0,対象 ドキュメント 画像 動画 端末 配付 iOS 端末 Android 端末
103,0,対象 項 端末 挙動 設定 完了 い なく 端末 登録
104,0,可能 また 端末 登録 項 追加 変更 可能 端末 OS
105,0,対象 端末 OS 設定 方法 インデックス 設定 クリック 説明 ページ
106,0,メニュー 現れ 端末 設定 分野 構成 プロファイル 詳細 設定 詳しく
107,0,参照 端末 MobiControl サーバ 登録 概要 登録 ID 登録 URL
108,0,Setup INI ファイル により 端末 MobiControl デプロイメントサーバ URL 知り アクセス
109,0,続け 登録 ID 登録 URL Setup INI ファイル 一意的 対応
110,0,端末 登録 自ら 端末 シリアル 番号 属性 情報 申告 つ
111,0,端末 登録 端末 登録 なる 端末 グループ はつ 端末 登録
112,0,アクセス き た 端末 属性 情報 MobiControl マネージメント サーバ 所定
113,0,端末 グループ フォルダ 保存 端末 登録 完了 端末 登録 に関して
114,0,インデックス 端末 セットアップ 操作 クリック 説明 ページ 参照 データ コンテンツ
115,0,送付 ファイル 同期 運用 方法 端末 サーバ 特定 フォルダ 間
116,0,送受 スケジュール 基づき 自動的 送受 iOS 端末 アプリ 使う データ
117,0,端末 アプリ 生成 データ 対象 文書 写真 動画 コンテンツ どの
118,0,コンテンツ ダウンロード 端末 ユーザ 任意 モバイル 端末 向け 意図 持っ
119,0,コンテンツ 予め ライブラリ アップ ロード おく 必要 ある 文書 写真
120,0,動画 コンテンツ 社内 ファイル サーバ リポジトリサーバ 端末 アクセス ダウンロード モバイル
121,0,端末 向け 意図 意識 せ ず コンテンツ ファイル サーバ 保存
122,0,おけ ば よい ファイル サーバ 仕様 WebDAV SharePoint iOS アドオン
123,0,た アプリ 傘下 フォルダ 対象 AndroidWindows 系 任意 フォルダ ダウンロード
124,0,指定 可能 コンテンツ 形式 問わ ない アプリ 配布 アプリカタログ MobiControl
125,0,パッケージ 公開 アプリ 社内 限り アプリダウンロード 社内 サーバ iOSAndroid PlusAndroid
126,0,EnterpriseWindows PCWindows EmbeddedLinux オプション 設定
127,1,Apple 製品 MobiControl v ManualApple 製品 MobiControl 管理 iOS 端末
128,1,業務 アプリ 管理 MobiControl 業務 アプリ 管理 最適 ソリューション iOS
129,1,端末 提供 端末 ユーザ 操作 なく アプリ サイレント インストール サイレント
130,1,バージョンアップ 実現 端末 ユーザ 操作 待つ 必要 ない ので 短
131,1,かい 時間 数 千 端末 アプリ 配布 バージョンアップ 業務 改善
132,1,スピード 速め 社内 開発 App ストア 公開 たく ない アプリ
133,1,端末 配布 インストールアプリ ホワイト リスト 作成 業務 関係 ない アプリ
134,1,起動 禁止 社内 WiFi VPN リモート 設定 iOS 端末 画面
135,1,リモートビューリモート iOS 端末 画面 コンソール 表示 端末 ユーザ アプリ 操作
136,1,戸惑っ た アプリ 不具合 あっ た コンソール 画面 表示 対応
137,1,v アドオン た アプリ リモートビュー 実現 ませ ん でし た
138,1,v どの アプリ リモートビュー 可能 まし た macOS コンピュータ システム
139,1,環境 設定 一括 設定 業務 アプリ サイレント インストール システム 環境
140,1,設定 コンソール 一括 設定 ログイン 画面 設計 FileVault Dock Finder
141,1,プリンタ Xsan 機能 拡張 面倒 な 設定 コンソール 一括 設定
142,1,Active Directory Open Directory ネットワーク アカウント コンソール リモート 設定 ユーザ
143,1,ホームフォルダ Time Machine による ファイル バックアップ サーバ リモート 設定 情報
144,1,漏洩 対策 参照 例えば My Mac 禁止 職場 コンピュータ 自宅
145,1,コンピュータ 情報 流出 防げ ネットワーク インフラ に対する アカウント 自動 設定
146,1,社内 WiFi VPN 一斉 設定 iOS 端末 情報 漏洩 対策
147,1,充実 利用 対策 iOS 端末 様々 な 情報 漏洩 対策
148,1,用意 れ い しかし 適切 な 設定 いる 前提 MobiControl
149,1,適正 な 設定 強制 適用 例えば : パス コード 設定
150,1,強制 複雑 性 無効 パス コード 入力 許容 回数 制限
151,1,ロック Siri 禁止 禁止 ない ロック Siri 連絡 電話 番号
152,1,知る iCloud ドキュメント 同期 禁止 私物 PC デバイス iCloud アクセス
153,1,会社 ドキュメント ダウンロード 私物 PC デバイス 情報 漏洩 うる Cookie
154,1,制限 過去 訪問 た サイト Cookie 制限 端末 証明 書
155,1,インストール メール サーバ VPN 利用 認証 会社 定め た WiFi
156,1,アクセス せ ない 機能 MobiControl v 追加 れ た 新
157,1,機能 別途 無償 提供 いる ブラウザ 利用 Web サイト フィルタ
158,1,リング 併せ Safari 利用 禁止 紛失 対策 アクティベーションロック 仮に 端末
159,1,アクティベーションロック 無効 おく パス コード Apple ID パスワード 知ら なく
160,1,拾得 端末 iTunes 起動 た PC 接続 リカバリーモード 使っ 初期
161,1,自分 物 使う 通常 端末 アクティベーションロック 有効 拾得 方法 適用
162,1,ませ ん リモート Wipe コンソール 端末 工場 出荷 状態 戻せ
163,1,端末 画面 メッセージ 端末 連絡 記し た メッセージ 送り 端末
164,1,画面 表示 端末 紛失 た ユーザ 自身 PC タブレット アクセス
165,1,b 項 c 項 実施 監視 モード 会社 支給 端末
166,1,監視 モード セット アップ お 勧め 監視 モード セット アップ
167,1,Apple サーバ 経由 初期 設定 必要 iOS 端末 監視 モード
168,1,な メリット 得 られ 情報 漏洩 対策 及び 目的 端末
169,1,設定 強制 できる 詳しく 参照 App ストアアプリ サイレント インストール できる
170,1,詳しく 参照 また App ストア ユーザ Apple ID なく 端末
171,1,紐 づける できる 端末 ユーザ 変わっ 同じ アプリ 継承 できる
172,1,有償 アプリ 新規 購入 不要 Apple ID 管理 不要 端末
173,1,監視 モード アクティベーション 初期 設定 Apple Apple ID 登録 ない
174,1,そして 監視 モード 端末 Apple ID 登録 せ ず 使用
175,1,できる App ストア アプリ デバイス ベース VPP アプリ アプリカタログ 掲載
176,1,配布 できる iCloud アクセス なく 同等 操作 できる 煩雑 な
177,1,端末 Apple ID 管理 回避 できる 端末 操作 により 端末
178,1,ユーザ Apple ID 登録 続け iCloud アクセス Apple ID パスワード
179,1,できる 端末 地理 位置 表示 iPhone 探す 同等 機能 使える
180,1,アクティベーションロック 強制 端末 ユーザ による アクティベーションロック 無効 禁止 できる 参照
181,1,アクティベーションロック バイパス 盗難 紛失 れ ない 端末 Wipe 再 アクティベーション
182,1,Apple ID パスワード 入力 なく MobiControl 再 登録 できる 端末
183,1,設定 リセット 便利 盗難 紛失 可能 性 ある 端末 に対して
184,1,バイパス 端末 要求 ない アクティベーションプロセス Apple ID パスワード 又は アクティベーションロック
185,1,バイパス コード 入力 必須 できる 参照 端末 操作 MobiControl 登録
186,1,解除 禁止 参照 但し 手動 DEP 登録 端末 アクティベーション 日間
187,1,登録 解除 可能 APNs 端末 通常 MobiControl サーバ 接続 い
188,1,ませ ん また MobiControl サーバ 端末 アクセス 通信 セッション 張る
189,1,ませ ん iOS 端末 出荷 MDM プロトコル という 名前 プログラム
190,1,標準 搭載 れ い MDM プロトコル APNs Apple Push Notification
191,1,service 通知 Notice 常時 受ける 設定 れ い 端末 リモート
192,1,ロック 紛失 モード Wipe 初期 コマンド 送る まず APNs 経由
193,1,チェックイン 要求 送り 端末 チェックイン 要求 応え MobiControl サーバ チェックイン
194,1,コマンド 受け取り 端末 に対し 構成 プロファイル 送っ 展開 端末 チェックイン
195,1,要求 送る 実現 端末 MobiControl サーバ チェックイン 通常 https TCP
196,1,コール アプリカタログルール インストール べき アプリ に関する 情報 送り 送る べき
197,1,オブジェクト 送り 終わる 端末 すぐ チェック アウト MobiControl エージェントアプリ 一つ
198,1,MobiControl エージェント 追加 インストール 端末 付加 な 機能 追加 端末
199,1,ユーザ MobiControl エージェント 起動 MobiControl サーバ 接続 端末 MobiControl サーバ
200,1,接続 通常 https TCP コール 端末 画像 イメージ 送り コンソール
201,1,表示 画像 変化 リアルタイム 表示 端末 地理 位置 送り コンソール
202,1,地図 表示 MDM プロトコル 送れ ない 端末 ステータス 情報 送り
203,1,長文 メッセージ 端末 送れ MDM プロトコル による チェックイン MobiControl エージェント
204,1,による 接続 送受 オブジェクト 異なり 詳しく 参照 VPP アプリカタログルール 適用
205,1,た iOS 端末 App Catalog という 名前 アイコ ン ホーム
206,1,画面 表示 れ アプリ 名前 アイコ ン 表示 れ い
207,1,アプリ ダウンロード URL 埋め込ま れ い 端末 ユーザ タップ 業務
208,1,アプリ ダウンロード インストール アプリ App ストア アプリ あれ ば 社内
209,1,限り 社内 サーバ ダウンロード アプリ エンタープライズアプリ え App ストア アプリ
210,1,企業 団体 VPP Volume Purchase Planning まとめ買い 契約 VPP 契約
211,1,購入 た アプリ 個別 端末 ユーザ 費用 負担 なく 企業
212,1,団体 まとめ 費用 負担 VPP アプリ 帰属 端末 デバイス ユーザ
213,1,選択肢 デバイス ベース だ 端末 ユーザ 変わっ 端末 Apple ID
214,1,変わっ 当該 アプリ 続ける ユーザ ベース だ ユーザ 端末 変え
215,1,当該 アプリ 続ける 有償 アプリ 新規 購入 不要 App ストア
216,1,アプリ ダウンロード に当たって 端末 ポップアップ な 違い 監視 モード 端末
217,1,非 監視 モード 端末 VPP 契約 アプリポップアップ 無し サイレント インストール
218,1,可能 注 インストール 促す メッセージ ポップアップ VPP 契約 ない アプリ
219,1,Apple ID パスワード 入力 ポップアップ つ ポップアップ インストール 促す メッセージ
220,1,Apple ID パスワード 入力 注 ユーザ ベース アプリ ユーザ Apple
221,1,ID VPP 契約 紐 づける ポップアップ 現れる 但し 初回 詳しく
222,1,DEP Device Enrollment Program iOS 端末 監視 モード 仕組み 監視
223,1,モード 端末 初期 設定 アクティベーション 端末 工場 出荷 固有 シリアル
224,1,番号 れ い シリアル 番号 Apple アクティベーションサーバ 登録 れ い
225,1,通常 初期 設定 シリアル 番号 MDM サーバ URL 紐 づけ
226,1,られ ない ので Apple ID 登録 初期 設定 終わり シリアル
227,1,番号 MDM サーバ URL 紐 づけ られ いる 端末 MDM
228,1,サーバ 自動的 アクセス リダイレクト そして MDM サーバ 登録 れ 続け
229,1,端末 用意 れ いる 構成 プロファイル ダウンロード れ DEP 実現
230,1,当該 端末 シリアル 番号 DEP 対象 ある Apple アクティベーションサーバ 登録
231,1,必要 登録 誰 によって DEP 登録 方法 種類 ABM Apple
232,1,Business Manager 略 対象 なる 端末 携帯 電話 会社 直接
233,1,購入 端末 DEP 販売 店 ID 持っ いる 販売 店
234,1,購入 端末 DEP 販売 店 ID 持っ い ない 販売
235,1,店 購入 端末 購入 済 端末 非 監視 モード だ
236,1,監視 モード 変更 端末 端末 シリアル 番号 DEP サーバ 登録
237,1,販売 店 購入 利用 企業 団体 保有 端末 シリアル 番号
238,1,端末 登録 再 配置 MobiControl コンソール アクセス 権限 実行 不要
239,1,DEP サーバ 登録 予定 端末 端末 シリアル 番号 MobiControl サーバ
240,1,URL 紐 利用 企業 団体 保有 通常 端末 初期 再
241,1,アクティベーション Apple アクティベーションサーバ に対し Apple ID パスワード 入力 要求 れ
242,1,監視 モード 端末 Apple ID 管理 不要 オプション 当該 端末
243,1,リモート Wipe 初期 再 アクティベーション MobiControl サーバ アクティベーションバイパスコード 端末 送り
244,1,端末 Apple アクティベーションサーバ 送る Apple ID パスワード 入力 代替 SDK
245,1,iOSOS 端末 インストール アプリ アドオン iOS 端末 業務 活用度 高まり
246,1,アプリ 操作 動く 端末 画面 コンソール PC 画面 リモート 表示
247,1,アプリ 操作 指導 不具合 発見 つながり アプリ 配下 サブフォルダ データファイル
248,1,ファイル サーバ 吸い上げ ファイル サーバ 端末 必要 な データ 送る
249,1,アプリ 作成 において サーバ ファイル 同期 手配 簡単 サーバ 端末
250,1,サブフォルダ 自動的 作り コンソール PC エクスプロラツール 端末 アプリ 配下 サブフォルダ
251,1,表示 れ コンソール PC 間 ファイル 送受 更新 アプリ デバッグ
252,1,役立ち 無償 AD Active Directory 連携 iOS 端末 MobiControl サーバ
253,1,登録 本人 認証 端末 ユーザ ADDS Active Directory Domain Service
254,1,ユーザ パスワード 入力 要求 ADDS 認証 端末 登録 メリット ADDS
255,1,認証 得 た 端末 構成 プロファイル 作成 マクロ 文字 %
256,1,ENROLLEDUPN % 使う できる メール 並びに ADDS 認証 要求 VPN
257,1,及び WiFi 構成 プロファイル 端末 ユーザ 実際 UPN 変更 れ
258,1,端末 配布 れ マクロ 文字 % ENROLLEDUPN % 使える により
259,1,個別 端末 構成 プロファイル 作成 不要 端末 ユーザ 端末 紛失
260,1,デバイス スマホ タブレット PC アクセス iPhone 探す 同じ 操作 紛失
261,1,モード リモート Wipe iPhone 探す 実行 MobiControl v 端末 登録
262,1,ADDS 認証 なく 端末 モード 監視 モード 非 監視 モード
263,1,AD 認証 ユーザ 属性 把握 ない MobiControl 管理 領域 最も
264,1,広く 管理 領域 最も 少なく 非 監視 モード 設定 ADDS
265,1,なく 本人 認証 可能 ADFS SSO Single Sign On 適用
266,1,ので 端末 登録 ユーザ ID パスワード 入力 要求 れ ませ
267,1,ん 監視 モード 設定 ADFS 認証 ませ ん なぜなら 初期
268,1,れ た 端末 DEP サーバ アクセス 直後 MobiControl サーバ 登録
269,1,プロセス 進む 仕組み な ので ADFS による 認証 ませ ん
270,1,監視 モード 機能 メリット 説明 セキュリティ 対策 業務 効率 機能
271,1,提供 赤 文字 項目 MobiControl v 追加 れ た 機能
272,1,アプリ 管理 アプリ サイレント インストール 及び サイレントバージョンアップアプリ ホワイト リスト 作り
273,1,リスト アプリ 起動 禁止 アプリ ブラックリスト 作り リスト れ た
274,1,アプリ 機能 禁止 App ストア アプリ 追加 ダウンロード 禁止 App
275,1,ストア アプリ 追加 ダウンロード 禁止 シングルアプリモード つ アプリ アプリ 削除
276,1,禁止 AirPlay リモート 設定 AirPrint リモート 設定 更に 機能 制限
277,1,端末 操作 MobiControl 登録 解除 禁止 ホストペアリング 許可 禁止 iTunes
278,1,起動 パソコン データ iOS 端末 移動 禁止 WiFi 専用 端末
279,1,プロキシサーバ 経由 ない インターネット 接続 ない 指定 た URL ブラウザ
280,1,アクセス ない 会社 定め た WiFi アクセス せ ない Bluetooth
281,1,禁止 Apple Music 禁止 iMessage 利用 禁止 SIRI ユーザ 生成
282,1,た コンテンツ 非 表示 SIRI 悪口 誹謗 フィルタ iBook Store
283,1,利用 禁止 Erotica コンテンツ 禁止 AirDrop 利用 禁止 AirPrint TLS
284,1,通信 要求 AirPrint 利用 禁止 ロック 画面 通知 センター 非
285,1,表示 ロック 画面 ビュー 非 表示 Exchange アカウント 変更 禁止
286,1,携帯 電話 回線 パケット 使用 量 記録 変更 禁止 iCloud
287,1,Keychain Sync 禁止 データ 共有 管理 対象 管理 対象 変更
288,1,無効 データ 共有 管理 対象 管理 対象 変更 無効 OTA
289,1,による PKI 更新 禁止 端末 コンテンツ 設定 削除 禁止 構成
290,1,プロファイル 手動 インストール せ ない パス コード 変更 禁止 Apple
291,1,Watch ペア リング 禁止 Spotlight 検索 無効 予測 キーボード 無効
292,1,文字 入力 予想 単語 表示 機能 無効 スペル チェック 無効
293,1,定義 辞書 検索 無効 友達 探す アプリ 変更 禁止 ゲームセンター
294,1,アクセス 禁止 ホーム 画面 ゲームセンター アイコン 削除 ゲームセンター 友達 登録
295,1,禁止 PodCast 禁止 また iOS バージョンアップ 遅らせる 日数 指定 できる
296,1,機能 MobiControl v 追加 れ まし た Copyright © Translated
297,1,by Penetrate Limits Co Ltd Tokyo © MobiControl v Manual
298,1,WordPress 構築 利用 対策 iOS 端末 様々 な 情報 漏洩
299,1,対策 用意 れ い しかし 適切 な 設定 いる 前提
300,1,MobiControl 適正 な 設定 強制 適用 例えば : パス コード
301,1,設定 強制 複雑 性 無効 パス コード 入力 許容 回数
302,1,制限 ロック Siri 禁止 禁止 ない ロック Siri 連絡 電話
303,1,番号 知る iCloud ドキュメント 同期 禁止 私物 PC デバイス iCloud
304,1,アクセス 会社 ドキュメント ダウンロード 私物 PC デバイス 情報 漏洩 うる
305,1,Cookie 制限 過去 訪問 た サイト Cookie 制限 端末 証明
306,1,書 インストール メール サーバ VPN 利用 認証 会社 定め た
307,1,WiFi アクセス せ ない 機能 MobiControl v 追加 れ た
308,1,新 機能 別途 無償 提供 いる ブラウザ 利用 Web サイト
309,1,フィルタ リング 併せ Safari 利用 禁止 iOS 端末 出荷 MDM
310,1,プロトコル という 名前 プログラム 標準 搭載 れ い MDM プロトコル
311,1,APNs Apple Push Notification service 通知 Notice 常時 受ける 設定
312,1,れ い 端末 リモート ロック 紛失 モード Wipe 初期 コマンド
313,1,送る まず APNs 経由 チェックイン 要求 送り 端末 チェックイン 要求
314,1,応え MobiControl サーバ チェックイン コマンド 受け取り 端末 に対し 構成 プロファイル
315,1,送っ 展開 端末 チェックイン 要求 送る 実現 端末 MobiControl サーバ
316,1,チェックイン 通常 https TCP コール アプリカタログルール インストール べき アプリ に関する
317,1,情報 送り 送る べき オブジェクト 送り 終わる 端末 すぐ チェック
318,1,アウト アプリ 一つ MobiControl エージェント 追加 インストール 端末 付加 な
319,1,機能 追加 端末 ユーザ MobiControl エージェント 起動 MobiControl サーバ 接続
320,1,端末 MobiControl サーバ 接続 通常 https TCP コール 端末 画像
321,1,イメージ 送り コンソール 表示 画像 変化 リアルタイム 表示 端末 地理
322,1,位置 送り コンソール 地図 表示 MDM プロトコル 送れ ない 端末
323,1,ステータス 情報 送り 長文 メッセージ 端末 送れ 監視 モード 端末
324,1,非 監視 モード 端末 VPP 契約 アプリポップアップ 無し サイレント インストール
325,1,可能 注 インストール 促す メッセージ ポップアップ VPP 契約 ない アプリ
326,1,Apple ID パスワード 入力 ポップアップ つ ポップアップ インストール 促す メッセージ
327,1,Apple ID パスワード 入力 DEP Device Enrollment Program iOS 端末
328,1,監視 モード 仕組み 監視 モード 端末 初期 設定 アクティベーション 端末
329,1,工場 出荷 固有 シリアル 番号 れ い シリアル 番号 Apple
330,1,アクティベーションサーバ 登録 れ い 通常 初期 設定 シリアル 番号 MDM
331,1,サーバ URL 紐 づけ られ ない ので Apple ID 登録
332,1,初期 設定 終わり シリアル 番号 MDM サーバ URL 紐 づけ
333,1,られ いる 端末 MDM サーバ 自動的 アクセス リダイレクト そして MDM
334,1,サーバ 登録 れ 続け 端末 用意 れ いる 構成 プロファイル
335,1,ダウンロード れ 対象 なる 端末 携帯 電話 会社 直接 購入
336,1,端末 DEP 販売 店 ID 持っ いる 販売 店 購入
337,1,端末 DEP 販売 店 ID 持っ い ない 販売 店
338,1,購入 端末 購入 済 端末 非 監視 モード だ 監視
339,1,モード 変更 端末 端末 シリアル 番号 DEP サーバ 登録 販売
340,1,店 購入 利用 企業 団体 保有 端末 シリアル 番号 端末
341,1,登録 再 配置 MobiControl コンソール アクセス 権限 実行 不要 DEP
342,1,サーバ 登録 予定 端末 端末 シリアル 番号 MobiControl サーバ URL
343,1,紐 利用 企業 団体 保有 端末 モード 監視 モード 非
344,1,監視 モード AD 認証 ユーザ 属性 把握 ない MobiControl 管理
345,1,領域 最も 広く 管理 領域 最も 少なく
346,2,Android 端末 MobiControl v ManualAndroid 設定 モード A MobiControl 活き
347,2,くる Android 端末 A Android 端末 MobiControl 機能 ハイライトアプリ サイレントインストールランチャー
348,2,機能 業務 指向 ホーム 画面 表示 A 生産 性 向上
349,2,な 機能 業務 効率 向上 顧客 対応 力 向上 主役
350,2,業務 アプリ MobiControl 業務 アプリ スムーズ な 展開 サポート 業務
351,2,アプリ サイレント インストール そして サイレント バージョンアップ 端末 ユーザ 手 煩わせ
352,2,ませ ん 出先 専用 プロキシサーバ 端末 専用 アプリ インストール コンソール
353,2,指定 た 端末 アクセス 可能 端末 使用 なら 前面 ポップアップ
354,2,表示 端末 ロック 解除 最初 ポップアップ 表示 コンソール 端末 SMS
355,2,送る A セキュリティ 対策 機能 ハイライト MobiControl セキュリティ 対策 用意
356,2,い ハイライト ： SD カード 含め 暗号 ロック 解除 パスワード
357,2,複雑 性 強制 BitLocker による ウィルス 検疫 ウィルス 検知 れ
